x y z
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.88 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.88 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.46 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.48 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.14
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.14
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.86 -0.47 0.14
-0.88 -0.46 0.11
-0.87 -0.48 0.12
-0.88 -0.45 0.13
-0.90 -0.45 0.12
-0.88 -0.50 0.14
-0.88 -0.45 0.13
-0.88 -0.48 0.13
-0.88 -0.48 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.46 0.12
-0.87 -0.48 0.14
-0.88 -0.45 0.12
-0.87 -0.49 0.12
-0.88 -0.45 0.13
-0.87 -0.49 0.13
-0.87 -0.48 0.11
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.49 0.13
-0.88 -0.46 0.12
-0.87 -0.49 0.13
-0.88 -0.46 0.12
-0.87 -0.48 0.13
-0.87 -0.46 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.12
-0.87 -0.46 0.13
-0.87 -0.48 0.12
-0.88 -0.46 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.86 -0.48 0.14
-0.88 -0.46 0.12
-0.87 -0.49 0.12
-0.88 -0.46 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.48 0.12
-0.88 -0.46 0.12
-0.87 -0.48 0.14
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.88 -0.46 0.13
-0.87 -0.48 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.38 -0.07 0.06
-1.68 -0.70 -0.54
-0.67 -0.19 0.31
-1.53 -0.79 -0.16
-0.57 -0.09 0.09
0.14 -0.23 2.14
-1.75 -0.75 0.29
0.02 0.02 -0.01
-1.57 -1.57 -0.86
0.03 -0.36 -0.00
0.46 -1.09 1.19
0.08 -1.94 -0.05
-0.54 0.52 0.14
0.11 -1.60 0.91
-0.05 -0.12 0.06
0.20 -1.65 0.79
-0.21 -1.12 1.20
-0.04 -1.25 -0.22
-2.04 0.98 0.70
-0.01 -0.07 0.01
-1.69 0.31 0.04
-0.42 -1.61 0.53
-1.81 0.34 0.04
-0.48 -1.03 0.27
-1.18 0.27 0.33
-0.94 -1.16 -0.16
-0.68 -0.19 0.25
-0.48 -0.42 0.03
-0.88 -0.52 -0.09
-1.01 -0.22 0.21
-0.84 -0.73 0.22
-1.01 -0.09 0.09
-0.90 -0.82 0.13
-0.98 -0.33 0.24
-0.75 -0.64 0.03
-0.87 -0.37 -0.01
-0.89 -0.47 0.19
-0.90 -0.53 0.13
-0.88 -0.33 0.16
-0.83 -0.66 0.15
-0.97 -0.46 0.20
-0.87 -0.59 0.08
-0.86 -0.31 0.05
-0.84 -0.49 0.19
-0.94 -0.54 0.12
-0.87 -0.60 0.10
-0.84 -0.46 0.02
-0.88 -0.43 0.12
-0.91 -0.53 0.12
-0.84 -0.53 0.15
-0.79 -0.61 0.11
-0.90 -0.50 0.08
-0.92 -0.53 0.11
-0.85 -0.40 0.17
-0.79 -0.58 0.15
-0.90 -0.59 0.11
-0.90 -0.55 0.12
-0.85 -0.40 0.12
-0.81 -0.51 0.17
-0.89 -0.61 0.15
-0.90 -0.58 0.10
-0.86 -0.43 0.08
-0.84 -0.43 0.16
-0.89 -0.58 0.14
-0.90 -0.58 0.09
-0.84 -0.49 0.07
-0.88 -0.40 0.10
-0.90 -0.49 0.15
-0.86 -0.54 0.15
-0.82 -0.57 0.12
-0.87 -0.53 0.09
-0.92 -0.48 0.12
-0.89 -0.43 0.14
-0.85 -0.39 0.18
-0.88 -0.51 0.17
-0.92 -0.54 0.13
-0.87 -0.52 0.09
-0.86 -0.47 0.07
-0.91 -0.48 0.10
-0.92 -0.48 0.15
-0.87 -0.42 0.17
-0.86 -0.43 0.17
-0.90 -0.49 0.16
-0.89 -0.54 0.13
-0.83 -0.54 0.11
-0.84 -0.54 0.10
-0.90 -0.53 0.12
-0.90 -0.48 0.11
-0.86 -0.45 0.08
-0.88 -0.48 0.09
-0.92 -0.54 0.12
-0.88 -0.50 0.13
-0.84 -0.44 0.12
-0.88 -0.48 0.11
-0.92 -0.53 0.14
-0.87 -0.53 0.16
-0.83 -0.46 0.17
-0.88 -0.49 0.16
-0.90 -0.53 0.14
-0.85 -0.55 0.12
-0.82 -0.54 0.13
-0.87 -0.54 0.12
-0.90 -0.51 0.12
-0.86 -0.48 0.08
-0.85 -0.50 0.07
-0.91 -0.53 0.09
-0.90 -0.51 0.11
-0.87 -0.42 0.10
-0.87 -0.44 0.10
-0.93 -0.49 0.11
-0.90 -0.51 0.15
-0.84 -0.45 0.17
-0.86 -0.47 0.16
-0.91 -0.51 0.14
-0.89 -0.51 0.10
-0.85 -0.49 0.07
-0.89 -0.50 0.08
-0.93 -0.49 0.11
-0.90 -0.42 0.14
-0.85 -0.40 0.16
-0.89 -0.45 0.15
-0.92 -0.53 0.13
-0.87 -0.52 0.09
-0.85 -0.49 0.07
-0.91 -0.48 0.09
-0.92 -0.47 0.13
-0.85 -0.45 0.17
-0.84 -0.49 0.17
-0.91 -0.55 0.14
-0.91 -0.51 0.10
-0.86 -0.42 0.09
-0.86 -0.41 0.12
-0.90 -0.52 0.14
-0.88 -0.57 0.11
-0.84 -0.51 0.07
-0.87 -0.46 0.08
-0.90 -0.48 0.13
-0.86 -0.51 0.15
-0.81 -0.55 0.13
-0.86 -0.56 0.11
-0.91 -0.51 0.11
-0.86 -0.44 0.15
-0.82 -0.47 0.17
-0.87 -0.55 0.15
-0.91 -0.55 0.12
-0.87 -0.45 0.09
-0.85 -0.42 0.12
-0.88 -0.49 0.14
-0.90 -0.56 0.12
-0.85 -0.51 0.08
-0.86 -0.46 0.08
-0.91 -0.48 0.12
-0.89 -0.49 0.15
-0.82 -0.51 0.17
-0.85 -0.53 0.15
-0.91 -0.53 0.13
-0.90 -0.45 0.12
-0.86 -0.40 0.12
-0.88 -0.42 0.14
-0.91 -0.49 0.14
-0.87 -0.53 0.13
-0.83 -0.53 0.11
-0.87 -0.53 0.12
-0.91 -0.49 0.13
-0.88 -0.43 0.13
-0.86 -0.39 0.13
-0.90 -0.45 0.14
-0.91 -0.51 0.14
-0.85 -0.52 0.14
-0.83 -0.52 0.15
-0.89 -0.51 0.14
-0.90 -0.48 0.12
-0.87 -0.44 0.09
-0.87 -0.46 0.09
-0.91 -0.52 0.11
-0.89 -0.49 0.15
-0.84 -0.43 0.16
-0.86 -0.43 0.14
-0.90 -0.49 0.13
-0.88 -0.53 0.13
-0.82 -0.54 0.13
-0.85 -0.52 0.15
-0.90 -0.50 0.13
-0.88 -0.47 0.09
-0.85 -0.48 0.07
-0.87 -0.54 0.10
-0.89 -0.53 0.12
-0.86 -0.46 0.12
-0.85 -0.43 0.10
-0.90 -0.52 0.10
-0.90 -0.54 0.13
